mapping_id,status,event_name,proposition,polymarket_market_id,polymarket_slug,polymarket_yes_token_id,polymarket_no_token_id,polymarket_yes_outcome,polymarket_no_outcome,kalshi_ticker,draw_handling,extra_time_handling,penalties_handling,settlement_notes,reviewer,reviewed_at,notes
itf-chanta-sa-2026-06-25__kxitfwmatch-26jun24chasat-sat,approved,Anchisa Chanta vs Hikaru Sato,Hikaru Sato to win in regular time,0xfec677c7980f8f4d71aa924bcece5b1e258544144071fb241398bb2ea0288776,itf-chanta-sa-2026-06-25,103759764720652923676382189278471657265843650020117657416830208427728519416068,51631847125237896394483319393177496510746642196891742930349563694550889121480,Yes,No,KXITFWMATCH-26JUN24CHASAT-SAT,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.16. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Anchisa Chanta vs Hikaru Sato This market refers to the tennis match between Anchisa Chanta and Hikaru Sato in the ITF Women Taipei, originally scheduled for June 24, 2026 at 9:45PM ET. This market will resolve to 'Anchisa Chanta' if Anchisa Chanta advances against Hikaru Sato. This mark Kalshi summary: Will Hikaru Sato win the Chanta vs Sato: W35 Taipei Round of 16 match? If Hikaru Sato wins the Chanta vs Sato professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Chanta vs Sato professional ten",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-krueger-iatcenk-2026-06-25__kxwtamatch-26jun25kruiat-iat,approved,Ashlyn Krueger vs Polina Iatcenko,Polina Iatcenko to win in regular time,0x6ef8553293162e182ae41632c0549d46d646e8fecbe55983da41a2e8b254ffc0,wta-krueger-iatcenk-2026-06-25,43506372143314145412515933791437991242530630573848926852503003034305899292131,44418420479655516389340053937741913759223609421368994432916717170878088655111,Yes,No,KXWTAMATCH-26JUN25KRUIAT-IAT,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.65. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Ashlyn Krueger vs Polina Iatcenko This market refers to the tennis match between Ashlyn Krueger and Polina Iatcenko in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 8:00AM ET. This market will resolve to 'Ashlyn Krueger' if Ashlyn Krueger a Kalshi summary: Will Polina Iatcenko win the Krueger vs Iatcenko: Qualification Final match? If Polina Iatcenko wins the Krueger vs Iatcenko professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-krueger-iatcenk-2026-06-25__kxwtamatch-26jun25kruiat-kru,approved,Ashlyn Krueger vs Polina Iatcenko,Ashlyn Krueger to win in regular time,0x6ef8553293162e182ae41632c0549d46d646e8fecbe55983da41a2e8b254ffc0,wta-krueger-iatcenk-2026-06-25,44418420479655516389340053937741913759223609421368994432916717170878088655111,43506372143314145412515933791437991242530630573848926852503003034305899292131,Yes,No,KXWTAMATCH-26JUN25KRUIAT-KRU,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.85. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Ashlyn Krueger vs Polina Iatcenko This market refers to the tennis match between Ashlyn Krueger and Polina Iatcenko in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 8:00AM ET. This market will resolve to 'Ashlyn Krueger' if Ashlyn Krueger a Kalshi summary: Will Ashlyn Krueger win the Krueger vs Iatcenko: Qualification Final match? If Ashlyn Krueger wins the Krueger vs Iatcenko professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to t",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
mlb-oak-laa-2026-06-26__kxmlbgame-26jun262138athlaa-ath,approved,Athletics vs. Los Angeles Angels,Athletics to win in regular time,0x1eb763b13898566bbfe0a1e3d22a3ed2d7e20f428f145fc450655c8ea0ba751f,mlb-oak-laa-2026-06-26,32193201096052475034822418208130204836891291634610544295169300212475268924111,96240800291343878962597813149833133879446662006473575604740052350729777667624,Yes,No,KXMLBGAME-26JUN262138ATHLAA-ATH,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Athletics vs. Los Angeles Angels In the upcoming MLB game between the Athletics and Los Angeles Angels, scheduled for June 26 at 9:38PM ET: This market will resolve to ""Athletics"" if the Athletics win the game. This market will resolve to ""Los Angeles Angels"" if the Los Angeles Angels win the game.  Kalshi summary: A's vs Los Angeles A Winner? If A's wins the A's vs Los Angeles A professional baseball game originally scheduled for Jun 26, 2026 at 9:38 PM EDT, then the market resolves to Yes. The following market refers to the A's vs Los Angeles A professional baseball game originally scheduled for Jun 26, 2026",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
mlb-oak-laa-2026-06-26__kxmlbgame-26jun262138athlaa-laa,approved,Athletics vs. Los Angeles Angels,Los Angeles Angels to win in regular time,0x1eb763b13898566bbfe0a1e3d22a3ed2d7e20f428f145fc450655c8ea0ba751f,mlb-oak-laa-2026-06-26,96240800291343878962597813149833133879446662006473575604740052350729777667624,32193201096052475034822418208130204836891291634610544295169300212475268924111,Yes,No,KXMLBGAME-26JUN262138ATHLAA-LAA,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Athletics vs. Los Angeles Angels In the upcoming MLB game between the Athletics and Los Angeles Angels, scheduled for June 26 at 9:38PM ET: This market will resolve to ""Athletics"" if the Athletics win the game. This market will resolve to ""Los Angeles Angels"" if the Los Angeles Angels win the game.  Kalshi summary: A's vs Los Angeles A Winner? If Los Angeles A wins the A's vs Los Angeles A professional baseball game originally scheduled for Jun 26, 2026 at 9:38 PM EDT, then the market resolves to Yes. The following market refers to the A's vs Los Angeles A professional baseball game originally scheduled for Ju",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
mlb-oak-sf-2026-06-25__kxmlbgame-26jun251545athsf-ath,approved,Athletics vs. San Francisco Giants,Athletics to win in regular time,0x7122b57616861c549463d47ea07d747118450bcff2c3aa4deaeaf7703c8f01e9,mlb-oak-sf-2026-06-25,111834923188380144988163987284705211672844928708439365426956469469406088757296,26711656093241100482780108679366943316033312649192362163247802524941313471014,Yes,No,KXMLBGAME-26JUN251545ATHSF-ATH,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Athletics vs. San Francisco Giants In the upcoming MLB game between the Athletics and San Francisco Giants, scheduled for June 25 at 3:45PM ET: This market will resolve to ""Athletics"" if the Athletics win the game. This market will resolve to ""San Francisco Giants"" if the San Francisco Giants win th Kalshi summary: A's vs San Francisco Winner? If A's wins the A's vs San Francisco professional baseball game originally scheduled for Jun 25, 2026 at 3:45 PM EDT, then the market resolves to Yes. The following market refers to the A's vs San Francisco professional baseball game originally scheduled for Jun 25, 2026",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
mlb-oak-sf-2026-06-25__kxmlbgame-26jun251545athsf-sf,approved,Athletics vs. San Francisco Giants,San Francisco Giants to win in regular time,0x7122b57616861c549463d47ea07d747118450bcff2c3aa4deaeaf7703c8f01e9,mlb-oak-sf-2026-06-25,26711656093241100482780108679366943316033312649192362163247802524941313471014,111834923188380144988163987284705211672844928708439365426956469469406088757296,Yes,No,KXMLBGAME-26JUN251545ATHSF-SF,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Athletics vs. San Francisco Giants In the upcoming MLB game between the Athletics and San Francisco Giants, scheduled for June 25 at 3:45PM ET: This market will resolve to ""Athletics"" if the Athletics win the game. This market will resolve to ""San Francisco Giants"" if the San Francisco Giants win th Kalshi summary: A's vs San Francisco Winner? If San Francisco wins the A's vs San Francisco professional baseball game originally scheduled for Jun 25, 2026 at 3:45 PM EDT, then the market resolves to Yes. The following market refers to the A's vs San Francisco professional baseball game originally scheduled for Ju",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
mlb-atl-sf-2026-06-26__kxmlbgame-26jun262215atlsf-atl,approved,Atlanta Braves vs. San Francisco Giants,Atlanta Braves to win in regular time,0x38644f38c63679e539c578c59f4a1be38eb4693d1bdaf0ead50f70b824efb6ba,mlb-atl-sf-2026-06-26,96177608669970581360759926392236541299524176878906073843365581272128031255734,46340099259861080397650825572821758834249611833599458237650664946405385365275,Yes,No,KXMLBGAME-26JUN262215ATLSF-ATL,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Atlanta Braves vs. San Francisco Giants In the upcoming MLB game between the Atlanta Braves and San Francisco Giants, scheduled for June 26 at 10:15PM ET: This market will resolve to ""Atlanta Braves"" if the Atlanta Braves win the game. This market will resolve to ""San Francisco Giants"" if the San Fr Kalshi summary: Atlanta vs San Francisco Winner? If Atlanta wins the Atlanta vs San Francisco professional baseball game originally scheduled for Jun 26, 2026 at 10:15 PM EDT, then the market resolves to Yes. The following market refers to the Atlanta vs San Francisco professional baseball game originally scheduled",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
mlb-atl-sf-2026-06-26__kxmlbgame-26jun262215atlsf-sf,approved,Atlanta Braves vs. San Francisco Giants,San Francisco Giants to win in regular time,0x38644f38c63679e539c578c59f4a1be38eb4693d1bdaf0ead50f70b824efb6ba,mlb-atl-sf-2026-06-26,46340099259861080397650825572821758834249611833599458237650664946405385365275,96177608669970581360759926392236541299524176878906073843365581272128031255734,Yes,No,KXMLBGAME-26JUN262215ATLSF-SF,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Atlanta Braves vs. San Francisco Giants In the upcoming MLB game between the Atlanta Braves and San Francisco Giants, scheduled for June 26 at 10:15PM ET: This market will resolve to ""Atlanta Braves"" if the Atlanta Braves win the game. This market will resolve to ""San Francisco Giants"" if the San Fr Kalshi summary: Atlanta vs San Francisco Winner? If San Francisco wins the Atlanta vs San Francisco professional baseball game originally scheduled for Jun 26, 2026 at 10:15 PM EDT, then the market resolves to Yes. The following market refers to the Atlanta vs San Francisco professional baseball game originally sch",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
wnba-atl-gsv-2026-06-26__kxwnbagame-26jun26atlgs-atl,approved,Atlanta Dream vs. Golden State Valkyries,Atlanta Dream to win in regular time,0x8301c0025a6ee9b4f65b538205f71f0f3078c7f2d6fad769c9c516dfdb99a953,wnba-atl-gsv-2026-06-26,70020078350765809850777590163663923478439060235300840158425050184625323915961,80367958277532883838034341813309269253831602442701065383319767363545285608441,Yes,No,KXWNBAGAME-26JUN26ATLGS-ATL,not applicable; league game winner markets include overtime until a winner is determined,overtime included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=wnba_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Atlanta Dream vs. Golden State Valkyries In the upcoming WNBA game, scheduled for June 26 at 10:00PM ET: If the Atlanta Dream win, the market will resolve to ""Atlanta Dream"". If the Golden State Valkyries win, the market will resolve to ""Golden State Valkyries"". If the game is postponed, this market Kalshi summary: Atlanta vs Golden State winner? If Atlanta wins the Atlanta vs Golden State women's professional basketball game originally scheduled for Jun 26, 2026, then the market resolves to Yes. Atlanta",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=wnba_games; run_id=final-clean-cross-sports-scan
wnba-atl-gsv-2026-06-26__kxwnbagame-26jun26atlgs-gs,approved,Atlanta Dream vs. Golden State Valkyries,Golden State Valkyries to win in regular time,0x8301c0025a6ee9b4f65b538205f71f0f3078c7f2d6fad769c9c516dfdb99a953,wnba-atl-gsv-2026-06-26,80367958277532883838034341813309269253831602442701065383319767363545285608441,70020078350765809850777590163663923478439060235300840158425050184625323915961,Yes,No,KXWNBAGAME-26JUN26ATLGS-GS,not applicable; league game winner markets include overtime until a winner is determined,overtime included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=wnba_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Atlanta Dream vs. Golden State Valkyries In the upcoming WNBA game, scheduled for June 26 at 10:00PM ET: If the Atlanta Dream win, the market will resolve to ""Atlanta Dream"". If the Golden State Valkyries win, the market will resolve to ""Golden State Valkyries"". If the game is postponed, this market Kalshi summary: Atlanta vs Golden State winner? If Golden State wins the Atlanta vs Golden State women's professional basketball game originally scheduled for Jun 26, 2026, then the market resolves to Yes. Golden State",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=wnba_games; run_id=final-clean-cross-sports-scan
fifwc-cvi-ksa-2026-06-26-ksa__kxwcgame-26jun26cpvksa-ksa,approved,Cabo Verde vs. Saudi Arabia,Saudi Arabia to win in regular time,0xff3744285965810d599d4ac7037760134c349eab25c289c14ba2523320debda7,fifwc-cvi-ksa-2026-06-26-ksa,13230917211575471424029299482277772949555090343730463577580317503550035691955,22409679718242543124090564751848775541879040504396701654345337836138630900193,Yes,No,KXWCGAME-26JUN26CPVKSA-KSA,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=89.13. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Saudi Arabia win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If Saudi Arabia wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is cancel Kalshi summary: Cape Verde vs Saudi Arabia Winner? If Saudi Arabia wins the Cape Verde vs Saudi Arabia professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market r",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-cvi-ksa-2026-06-26-draw__kxwcgame-26jun26cpvksa-tie,approved,Cabo Verde vs. Saudi Arabia,Cabo Verde vs. Saudi Arabia to end in a draw in regular time,0x187651dbb617ad61b8c3342a4a61996273a6a206ff36405c37c5cf029c2f96bb,fifwc-cvi-ksa-2026-06-26-draw,26569990508696410491447892272390543392383885606267392357555942494960533615950,108645895628511300300861124159069141405621420800621011851908136889644616434637,Yes,No,KXWCGAME-26JUN26CPVKSA-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=91.87. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Cabo Verde vs. Saudi Arabia end in a draw? In the upcoming game, scheduled for June 26, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If t Kalshi summary: Cape Verde vs Saudi Arabia Winner? If Tie wins the Cape Verde vs Saudi Arabia professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
mlb-cin-pit-2026-06-27__kxmlbgame-26jun271605cinpit-cin,approved,Cincinnati Reds vs. Pittsburgh Pirates,Cincinnati Reds to win in regular time,0x276bc80f1f6576865e8db86bf02187daf862303bd6bc6c7b53ebcf62b1585425,mlb-cin-pit-2026-06-27,90492278526460004908945074000112414912398091476706278713099101946639158716947,16800599648402828527443381542016141514631846162873081120905997820382580021073,Yes,No,KXMLBGAME-26JUN271605CINPIT-CIN,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Cincinnati Reds vs. Pittsburgh Pirates In the upcoming MLB game between the Cincinnati Reds and Pittsburgh Pirates, scheduled for June 27 at 4:05PM ET: This market will resolve to ""Cincinnati Reds"" if the Cincinnati Reds win the game. This market will resolve to ""Pittsburgh Pirates"" if the Pittsburg Kalshi summary: Cincinnati vs Pittsburgh Winner? If Cincinnati wins the Cincinnati vs Pittsburgh professional baseball game originally scheduled for Jun 27, 2026 at 4:05 PM EDT, then the market resolves to Yes. The following market refers to the Cincinnati vs Pittsburgh professional baseball game originally schedul",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
mlb-cin-pit-2026-06-27__kxmlbgame-26jun271605cinpit-pit,approved,Cincinnati Reds vs. Pittsburgh Pirates,Pittsburgh Pirates to win in regular time,0x276bc80f1f6576865e8db86bf02187daf862303bd6bc6c7b53ebcf62b1585425,mlb-cin-pit-2026-06-27,16800599648402828527443381542016141514631846162873081120905997820382580021073,90492278526460004908945074000112414912398091476706278713099101946639158716947,Yes,No,KXMLBGAME-26JUN271605CINPIT-PIT,no standard draw; verify venue cancellation/tie handling for rare suspended or canceled games,extra innings included if needed for the official game winner,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=mlb_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Cincinnati Reds vs. Pittsburgh Pirates In the upcoming MLB game between the Cincinnati Reds and Pittsburgh Pirates, scheduled for June 27 at 4:05PM ET: This market will resolve to ""Cincinnati Reds"" if the Cincinnati Reds win the game. This market will resolve to ""Pittsburgh Pirates"" if the Pittsburg Kalshi summary: Cincinnati vs Pittsburgh Winner? If Pittsburgh wins the Cincinnati vs Pittsburgh professional baseball game originally scheduled for Jun 27, 2026 at 4:05 PM EDT, then the market resolves to Yes. The following market refers to the Cincinnati vs Pittsburgh professional baseball game originally schedul",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=mlb_games; run_id=final-clean-cross-sports-scan
wta-liu-pridank-2026-06-25__kxwtamatch-26jun25liupri-liu,approved,Claire Liu vs Elena Pridankina,Claire Liu to win in regular time,0x5b9dd8a97bc413553e9db6dd4f1c9ff444aef2f29fe345a747a1dba3df5a519c,wta-liu-pridank-2026-06-25,82938315499109378452618209301316506581064458543557293510432395929426331094379,79935389466281825456402033651447127293421913416467846631257280888054376714891,Yes,No,KXWTAMATCH-26JUN25LIUPRI-LIU,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.52. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Claire Liu vs Elena Pridankina This market refers to the tennis match between Claire Liu and Elena Pridankina in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Claire Liu' if Claire Liu advances agains Kalshi summary: Will Claire Liu win the Liu vs Pridankina: Qualification Final match? If Claire Liu wins the Liu vs Pridankina professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the Liu vs Pr",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-liu-pridank-2026-06-25__kxwtamatch-26jun25liupri-pri,approved,Claire Liu vs Elena Pridankina,Elena Pridankina to win in regular time,0x5b9dd8a97bc413553e9db6dd4f1c9ff444aef2f29fe345a747a1dba3df5a519c,wta-liu-pridank-2026-06-25,79935389466281825456402033651447127293421913416467846631257280888054376714891,82938315499109378452618209301316506581064458543557293510432395929426331094379,Yes,No,KXWTAMATCH-26JUN25LIUPRI-PRI,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.44. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Claire Liu vs Elena Pridankina This market refers to the tennis match between Claire Liu and Elena Pridankina in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Claire Liu' if Claire Liu advances agains Kalshi summary: Will Elena Pridankina win the Liu vs Pridankina: Qualification Final match? If Elena Pridankina wins the Liu vs Pridankina professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to t",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-tabur-mochizu-2026-06-25__kxatpmatch-26jun25tabmoc-moc,approved,Clement Tabur vs Shintaro Mochizuki,Shintaro Mochizuki to win in regular time,0x6295771bf6b03d3644ca6fd7834f20dfd136baf556eb21e3dbd19586c138e18c,atp-tabur-mochizu-2026-06-25,100886504319231316419893441523678280549039780611463814157702880060669840417243,33726744866718530620891218858803379691393683860072175690519662702208743631818,Yes,No,KXATPMATCH-26JUN25TABMOC-MOC,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.6. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Clement Tabur vs Shintaro Mochizuki This market refers to the tennis match between Clement Tabur and Shintaro Mochizuki in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Clement Tabur' if Clement Tabur Kalshi summary: Will Shintaro Mochizuki win the Tabur vs Mochizuki: Qualification Final match? If Shintaro Mochizuki wins the Tabur vs Mochizuki professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
